id,algorithm,curve,digest,signature_r,signature_s,private_key,public_key_x,public_key_y,nonce_point_x,nonce_point_y,duration,duration_extra,return_code
0,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,119ccd9de31f291a37c98c2241280adfc6be1dcd3324038aa898eb42f53e05c4,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,b9104e8981df46abf4f943c7e73acb6f17efe41e6580ecc43666befb97cc2a76,9a5504033a76926347c1f0ce288a16d1014c83558866e38320a87c4cf891d105,0.003832064,0.224118150,0000
1,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,43f88d82fd7e45b294513ae381a7c3cfa27b6f0d9485f6849645cb662ac81844,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,d5a085dfb6a77e83e3c1717dc50cc1c0001984d23663d6809d9086e18dff0cab,0c0fc5fd10d2a6270c6d4e44877dc33e7af757fa83a229faf1f10ccd44098a88,0.003884777,0.244162022,0000
2,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,c9881ef3eafda663aa35fe672e9d8e7900ffb00cd0fe12fb310174fd80fad5a1,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,2f2bbc61a88e94e84aa359cffbeabf60d1624ed1df7f9a9283f239b7536e742a,7cebd5ad4bffc5ba309bc30e488bec5b3b4e488a4188c84690bfe15feee92dcd,0.004145022,0.224100299,0000
3,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b7b4e0c4de0c2388868b307e962a0e1844fe1e6d17cb0cf31c034819674049f4,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,0eb79b7a64a2daf149900c8250473c63adf45043d4ddee6a96fd497d95eb9690,7a48165e48f20799f751bf7eef8fbc3efd1508044b06061bb204f4c5930414b6,0.003832082,0.221832976,0000
4,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ae47ef7017ca94bd9f4cd092577ae98c740840b13b3b71f1bbf601de69f6eb4e,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,4d523ef6fe817a304390e05e56b203440f1945aba87c6d25457133eaf64b15c4,eda8ee908ed00f26cb7258d6af42ff21e2be29eac9a419d5e482fb9ff8027b50,0.003832387,0.224159202,0000
5,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,c1618f53975b55e76a6487ccc6732fe16acd45f71af975fb18cccf5c1f647bb7,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,beea9bbbd6dae641f03201187e928622cef0da2e091a7e70b9207738802c6221,076be466e9ef9e91abcefecc1192b49a46c1d734d84b9844d3bc638c3c8a8201,0.003830932,0.222167468,0000
6,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8213bd6b134e7fd9eb3d8944f2d6692cc06c8d5d76da258e22912dc64a28a701,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,7cda24331b8212d0564cf9d7aac310dc6fbbef7691eeb1049440995d2487310a,a976b51aff714cb49dda18e1ab5ea15f7f281dd3dc9df4320702ed4ee627d53c,0.003836222,0.224163152,0000
7,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,61ab887a5d968d9f72610ed855ad12694d23654b846fbd1a7cf2f2137c3cf5fa,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,775779926a820cc6131e380b47ed967c272a4ea6846955223ad78887cdb28952,be6fc99e529a53af0c9f44d91fb6728d3d5bdb71a85ebf7ba81a55160083d0c6,0.003837508,0.224130541,0000
8,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7c4d339b6cbad2527ffdbf6317ed16d4d5b38bb053db0ea0bc73fa6dc66bbeab,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,a226ac3cb57e143a6e0dc006ca7f7883509cbba5c5a85edccd485ebfbd314f69,c0d32e676c502c1f2203b76f6aa160fa20fc981a673635d701f6732faebaa92d,0.003830624,0.224172888,0000
9,001a,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,63c7459ca0fda10e5adc584b787e0655f142d4bf086541377de79a6503e17eb3,013e0fccfa7784e4754331036cd7f06638f9ada663c5e36b855b9320f68d6b60,9d9a5c44a04509df33ed24f206c67369beba8f9b007acee71f316795e557d58e,a5b4fedcf9007ab4dcb0cff0c194bbe5f610ba99736d1600d65961a1f3aeddfd,c0321929505437f3b91148704e8bbadd86ec2e56b298ff5ead1586bd0cbabac2,629c45c9ed93bfc7e03947bcd5244d22ec6e2168949c7d72729b1dc919b4dc87,0.003753658,0.224146890,0000
