id,algorithm,curve,digest,signature_r,signature_s,private_key,public_key_x,public_key_y,nonce_point_x,nonce_point_y,duration,duration_extra,return_code
0,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,522ecb284b80c213c5c0d664d75aa035ed53e52272e4b455fee4f97aad611918,c52285910cf5ef131cacb69d5662b1b9efc4c43c9cdbb9e75d0dc83efd20e65a,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,55e1e13064f9f8801ac69553051b6d1452c927b402827f9e07639bb1225d9337,6652be81300371365b865681e8dd8282b3477b0d733bd5db8da613d69d1fac90,0.003975775,0.011531004,0000
1,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e9dc3509fb5af01124f4a02dcc7b661ad32981234d1aeafd3365bc01b2af4061,f15793632cc2a39ca5a894fe04cd1c5a65b1a2ccceb79bbab8c057c12b2ba295,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,790779b4a3f9d62ecf29f373b9ccc5bed14c4398f44f44ac46c687bfde48e224,a7fd279a43d87f91a30e5228f94453c6caeb00b76b5c4724b358a8428b278314,0.003983058,0.012011921,0000
2,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,45ae24718d123cfab50a5186dc185cd87cb451b52940297df2a3dc36083b80ca,4319ec3434294bf68eb0652a6aa26e16d763463b35c08b4e4aaa753235f6020b,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,f712c7adf39f983344346d41687525a15e2c32a0d54f1bd2e38d86c9fe9a618c,fb196e7d8520f714fc80fe85ba7558d24eb48edc8c4c2c9b327988c7054a32b3,0.003978482,0.012023221,0000
3,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8e7fac9b88a29cbb5e8ce8452cb3e01bd562e820a107302b1280f9f2e655b5cf,de74a3fe30fec16b01d1e472f7b472dc2f27446130f8dc095a05d0b411e1576b,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,d83f5fcc6f903cacd6ee82abf35bcca50fa8e7dc93aacba090efe913343ec305,5c5b820080b8607e43b1220bcc66cb1717a2e1721c5f9bf7b2f3c79ef7a46fe5,0.003985617,0.012012944,0000
4,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,d688f5335b9e09cb80b39dbf94912e80840ab52e42f3a104a4901135b4cad89a,9b24dd4994fc5d1a6cdbd3e938546f7e34a3270b456f275541de6c69cc708e7c,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,4311be93c32affbde9bf1e7f5ef8acdf0e493b4ff19d890c18e1f135d803d5f2,d130cfd4ace089dc136f9197a1fb88492624ce3e7cac934e9a2ed1ac13dd06cc,0.003982069,0.012012122,0000
5,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7cd90cfeac4322c060edcddfbe4f734fe7b3aa45314a0853f399a6d3ac1c021d,2caa1f2458ff03cb32e99c2408899ad6bd55cdc947f80cad3ed1d251f28e60c6,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,89711872ff767d7a3953a661a0fc5692dfa5ce79fcf73c7b2aa11359cb5d5cea,36af912e0935769ca82e249aad6d23f355c2adb07615021b8f2b9240befdebad,0.003971866,0.012030048,0000
6,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8f04733ffab12419311b9c2423f4257770e8ba2fda0f692ea520ea9853d77604,4dab06c37aa62d98f45cee15c881ef469116742602a8c8a76832d846c6f935ae,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,25948a81e18a2ac59a723340da6bdb8df3b12f74abdafd07c7c92e92d74d4a27,c08c66cb01a9073900c2e1af717d391b4df9b59795244533fff12c133de576d4,0.003986896,0.012018005,0000
7,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,85959248e1862ee890cf4a04ea269b2dfbca64174ec1c27ac35156b100d81827,2f25bf37a15e0a868bfd3b64a94ac1070b0e96e1209047b90c23eeb64199ba0d,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,e417091d8cc96dfa5cf405eab1328adcff3490d14d0999c6715aff94a26bb420,f29d27f1f08819998de94b2c7656f2681fe5dc24bb91e5bcef16c1f888ef084b,0.003987001,0.012010653,0000
8,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,9b898667547a5dfe91fcfe010d798d6eaad475d5d299a4875a65865343614e68,9fd27196cb9486f59f1c4f32f5e6bce78879c5505604eb4252c27f2adc4bc305,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,d62d324d7c87d9c5e5759761ddd3518c78fff8b99b18154ae114e86a90cd858f,00920a783cff04bc3944a3fb1b767fb043056c0f2e90f6a6b13e7cd00f32009e,0.003982287,0.012012242,0000
9,001a,0010,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bca6a0bcbf9e095ec1abd587362f1a67c7d97aebf669369f6fe8b2639f2a2673,35029d3cc12e0029f9267dd6b06cccebe4cc3864b029051993b36261dbdbdbbd,2595c835cd8d91704dc5151dac299b6bd4ef2e007ecf167efe3ce8b9069e41df,ad1c03614a9f0ddc0285efdea7c77df9a8fc20cfe2bc3b5c1da782c369c5a5d1,3e162571d691a423774d67975ea363b7f922bc952327d061fe5b4ff97ae71681,c723bb4b06fbae024ad76f4935116cb85386c8f44445bbd869129e09752ca019,e7c9e3e67a1526630f2c85b9c20949cdbb722d07a4a6faeef7d033494f0aab64,0.003991967,0.012009903,0000
