id,x,y,private,duration
0,131d204cff791384235de7d39c29920eccc3bbe3f3967cc0016a999ebbed7eef,2ecdbf224b177dd6d287cc5757c4439ed3948bf6252560fc329a5eadfb2eede0,32bfd420d3cffc31d59a8fa6841d6fd450ea78f40904150d9ea56a786d6f7c36,0.178000000
1,efa7767d2ca8760ab637f20077059c078995021d06a09bcf8dcd7a5773ff5f5d,fd7608031566c028e2712bcfbe411bc6326d635633377e7fa278d1561dc47504,24c2fdd3981232962a4c5145eee82479a73b5f910d6c2a7b55212779b88ef7f6,0.178000000
2,27fe450653f4d92c8f794a0b98d6f36bee81ba6fc8bd5a9ac1f537e771a4ce1d,5a419f8166602243c368fdd6e25eb556c25475154274651688a8ff39b4507af8,3abeca13f5e6931f12db5daf7b76674d1f194856955120c7194a12b3910e1479,0.177000000
3,87231b2149adbf8d12a4bf70ea14aa8f5ccb531a33f2b8c05caf53022483cd2e,6bbbb03c9998f5444b1c3d052788bc9f0e1da578a42146645514a82d7a5b2335,3eaac8ad535029bde0514a9e01978d3c21606045dfa0b32fe07b527447f498f2,0.178000000
4,e6abbad048b2cd34131ae2a327232844783e6276f5bde4886689459f1672e19b,3dd41e3e81f104780a6abaaa784bd7b9acdf3a350b593ce36b8660bbac3ee556,7c5f3ca867b71d1af07a3cb80e3742465579e3b18474a55121d848e6ade0b97e,0.178000000
5,7290774b24c3c6ec00b9a59d3a36270e9ef20b21e0e9569764a0ff78548418b0,81b587fbaae75907bd0ebafc8daaba8222e041483f0340f6ff5fbf3a0e118dd8,725998b0cdb47f05c0a0e4337c6ef4ea794b0dccb13e0e2580513ad6837e1844,0.179000000
6,f6715ac002ea54163bc9d5d92f040ed92fa7e0c3a7eed6c065a97475c4e62066,65038f4677c5f169069eca3b4c0489a49cbb79864f0308af5ba3d159c2c955f9,83658fdd98e1a7a55dfa3f091ff3f12a1ea1ea6b6eb9d09334a4f99a7d6ab783,0.178000000
7,36840d92a33f31cbbf52c36ef1a1fbfe1d908a35852bb190143c3fd2abd17271,cd262904dd84f6e8dab50581b039937415ad7604521b150f692e1006061b59d1,abc21e9e1cfdb5f7e9cc1329fe3c3e47d864de3c8aa6d3060d6a749dac047a8d,0.178000000
8,d4910d82eda7466930d3326114b20e2d3d53802381e254e869284c104d6d3ac1,3410d65532738d1079d1c1f83d236edd21e30a0b8f4e574d86a17d8ff8262ac5,44b65fa50ff35eb428f7b6dce0297a747b8de7a94cdc3ec9ad7551ff98e29659,0.178000000
9,8f103e3171d3b54da8bb316335533f73ba357bd8640d0dd1b988d0e35eb02a8f,7cfcbcfa2f390d8223af39c4698389064cb6a807e4e32ad68dd6cf4ff2441358,19e231dfc98fd3d411d457ce93f9b58aa441e9a1791794d92178609caa3f6489,0.177000000
