id,x,y,private,duration
0,c578671435d20aaa2d52b7833752d95ca92f8ce32befef1b421b84e3bc118004,14fbc33eb6e9df6e27e61bdafac62e0bbf493e5abf7c42e56ec01e5779c197f0,fd0c6de71de180cc9af6c51d8a10a458d9583bf5e65b8447553a09c62e44722f,0.016360789
1,e5e5f9edde9b82fc61dfe993ea2a2e8adb253a776d6c3ea1db368804c1080ffc,1e7cca17d5ee9dc5e5987475828227f7631f78cdda8f4425bf4286773a7d3014,d24f685059362d64865251e818c0e4b9b84faf6e533012dcbdfed01d7608623b,0.016665549
2,a07d64f6c948e766da7ea79e1eb18827af3b7970a0288387ed39db5fc4314172,675c9cb9e2b43c43b775bb8c917155d10fe08e36db411a3e4dab6deaa3771035,b1b535f643ad6ede0ee2cbee84ae747c336c8929f0e2978510b20dbbbc165394,0.016701782
3,901be4b79530d748300f274ebdfc7e526d004ff2982433a5c9a5514a14a3eecf,13bf242aa9e3d9db5c065fe9d9ac46a08cdef9de56a953bd5c33d74d5395085b,16b9d6c3a9948e5f94086efe3b9530bfd3f8d1f51be29a3636de8eec61be63ae,0.016690537
4,a9ecd6f0656bf95aca1716f9a33dd2f4262f26d30a68cb6f9c82bf241de3e804,815990d135a03844baf76278485c422d4a7b0c3beb1c09e180dd1efc65df2f11,e79e6d3d5d77f4b7f0231af2c1958eccd9fa32cdd8e8bfdb125d09d759298a1c,0.016583469
5,351d02921993a6b30c59a844f99f1dbbf68f8ec743d00226d04b2239e9d1e949,62477a11123d1631dcfc56d8d3fa6fe66f627cdc3b26d0a02080ebcb5bf5747e,542f65528411e6afecc5ea8018a18a97dfcf81875e97f629d9022d25f2efab38,0.016747702
6,b5f931c6931ae10cc46c78986a94e8470b60963cc00e5a22535c16956dd142b4,f0f3ae8abcc83abf0deed0d116c512530044a76a3b60febb884b737ceaf6d37a,98af8a7c8e9bf786b1b02cb4cef40d5420ac59fc810c5d8b8497c79f4835e8ee,0.016801128
7,78abc84a7e04243d5d4857302c95c29ee9c8432ec0a67184dddaaec0373a179b,8b849dc12aa8063c8bfedcec5afb9bf0143f964af3de74b9b87e4239776489bb,af80ecb98d0422904c024db9dc7ae4ca9bda294c155dc6a7f50fe4011078363f,0.016777312
8,2bbf6d54ad27d761440a781aec4bda96fd5fcde46c9dfa5bf44b52da37a29b77,933017c230a2784246b6bc94eaa6760df3ca50f9af2b4ce8dc608dbe1979d5c3,94d995f51aa2f8a8aa8cf8a9460cc2aac49b8eeeee433d3c83509655967a74a6,0.016797685
9,5dc28e3f313e6f90492fed4203923156dd199ef7115839b7fb93457b164beed6,4ac696d499c5cf0466a662201e133fa711ec7a898977617c647f6c53ac3d4ac0,3c391ee6c3e950a0c35f847f6b2d9de35494b98123ae7defa1a9625c00ef3298,0.016686280
10,d9924e044fe16fad18564cfdc21d5214cd98088190cf5292b849542ed882949c,80c532b1d619182933dfcd967e5d40428a6a9a9360fd5753734fc013fdb29186,b7ee7996117b7d27ca5de47b38d7aaea86752d82b661d14b9e265473d60bd929,0.016767540
